prompt,country,llm,topic_id,topic_name,topic_volume,topic_intents,topic_visibility,topic_difficulty,brief_response,mentioned_brands_count,sources_count,gap_mentions
down payment for a 600k house,us,google_ai_overview,17777657593216113565,Mortgage Pre-Approval Process,496110,informational:74;navigational:4;commercial:21;transactional:1,0,82,"For a $600,000 house, the down payment can range from $0 to $120,000, depending on the loan type, with the amount falling between $18,000 (3%) and $120,000 (20%) for most...",16,3,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
home loan leads,ca,google_ai_overview,7112184648671346965,Mortgage Leads & Lead Generation,250,informational:33;navigational:2;commercial:62;transactional:3,0,61,"Generating home loan leads requires a mix of organic outreach, targeted ad campaigns, and selective lead buying. Top strategies include building partnerships with local r...",16,9,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
mn 55344 usa,us,google_ai_overview,14226602122013510438,Eden Prairie Locality and Demographics,14150,informational:86;navigational:5;commercial:5;transactional:4,0,72,"MN 55344 is the primary postal code for Eden Prairie, Minnesota , a thriving suburb located in Hennepin County, just 12 miles southwest of downtown Minneapolis. Situated ...",16,13,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
free apartment rental listings,us,google_ai_overview,16820037320166020788,Rental Housing Search,2491890,informational:46;navigational:6;commercial:20;transactional:28,0,83,"Find and post free apartment rental listings using platforms like Zillow Rental Manager , Apartments.com , or Facebook Marketplace . For specialized or affordable units, ...",16,11,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
bird dog point,us,google_ai_overview,9170167218260152297,Pointing Dogs and Training,280,informational:90;navigational:5;commercial:5,0,48,"A ""bird dog point"" can refer to a hunting dog's instinct to freeze and indicate hidden game, a popular core exercise, or a specific physical location . Because the term o...",16,18,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
lookup property tax,us,google_ai_overview,18125026293463235992,Property Tax and County Appraisal Districts,358080,informational:80;navigational:7;commercial:9;transactional:4,0,68,"To look up your property taxes, search online using your local County Tax Assessor , Auditor , or Treasurer/Tax Collector website . You can find exact, localized records ...",16,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
list apartment for rent,us,google_ai_overview,16820037320166020788,Rental Housing Search,2491890,informational:46;navigational:6;commercial:20;transactional:28,0,83,"To list an apartment for rent, you can use comprehensive property management platforms that allow you to syndicate your listing across multiple websites simultaneously, o...",16,1,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:1
county assessor map,us,google_ai_overview,7311184202158238565,Parcel and Property Map Tools,53010,informational:85;navigational:5;commercial:8;transactional:2,0,68,"To find your local county assessor map (also known as a GIS parcel or property map), search for “[Your County Name] County Assessor GIS” or look up your state’s centraliz...",16,13,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
driftwood tx 78619,us,google_ai_overview,17963369351490044882,"Driftwood, Texas Real Estate and Local Attractions",1390,informational:90;navigational:5;commercial:5,0,61,"Driftwood, Texas (ZIP Code 78619 ) is an unincorporated community in northern Hays County . Located in the Texas Hill Country , it is a serene rural retreat situated abou...",16,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
mobile park for sale near me,us,google_ai_overview,1521065796793332418,Modular and Mobile Homes,984140,informational:39;navigational:5;commercial:28;transactional:28,0,60,"To find a mobile home park for sale near you, use online commercial real estate marketplaces like , search national real estate platforms, and consult local commercial re...",16,6,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
downpayment for a home,us,google_ai_overview,6194758729868157161,Down Payment on a House,223170,informational:85;navigational:5;commercial:10,0,87,"The down payment for a home typically ranges from 3% to 20% or more of the purchase price, depending on the loan type and your financial situation. While 20% has been the...",16,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
ringtown pa 17967,us,google_ai_overview,17445231401928978769,"Real Estate and Community in Ringtown, PA",1000,informational:90;navigational:5;commercial:5,0,66,"Ringtown, PA 17967 is a quaint, close-knit borough in northern Schuylkill County . Home to about 720 residents, it offers a peaceful, rural atmosphere just five miles nor...",16,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
top tech cities in the us,us,google_ai_overview,16098684747644480552,Tech Hubs and IT Companies in North America,21480,informational:50;navigational:3;commercial:44;transactional:3,0,87,"San Francisco, New York City, and Seattle are the top-tier tech cities in the US, offering the highest concentration of venture capital, developer talent, and major emplo...",16,9,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
virginia beach lynnhaven,us,google_ai_overview,6737769411548354515,Virginia Beach Shopping and Malls,12230,informational:63;navigational:10;commercial:25;transactional:2,0,79,"Lynnhaven is a centrally located, historically rich borough in Virginia Beach . It is best known for the sprawling Lynnhaven Mall , located at 701 Lynnhaven Pkwy , which ...",16,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
visiting atlanta georgia,us,google_ai_overview,6726619226003296629,Atlanta and Georgia Weather and Time,529690,informational:71;navigational:5;commercial:19;transactional:5,0,67,"Centuries of history and lush urban forests await you in Atlanta. Explore downtown’s Georgia Aquarium (tickets from $28) and the World of Coca-Cola . Then, wander through...",16,9,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
best real estate apps for agents,us,google_ai_overview,17174386518185515465,Real Estate and Realtor Services,730560,informational:72;navigational:5;commercial:19;transactional:4,0,67,"The best real estate apps for agents include Follow Up Boss for client management, DocuSign for digital signatures, Canva for marketing graphics, and FOREWARN for safety ...",16,14,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
us free business listing sites,in,google_ai_overview,12973309129336383629,India Business Listings,36290,informational:48;navigational:12;commercial:34;transactional:6,0,81,"To maximize your business's visibility in the US, prioritize foundational general directories before branching into industry-specific platforms . Ensure your Name, Addres...",16,8,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
home loan marketing,us,google_ai_overview,13917484187432623786,Mortgage Marketing Strategies,5900,informational:86;navigational:5;commercial:9,0,77,"Home loan marketing requires a multifaceted approach that integrates digital, traditional, and relationship-based strategies to build credibility, generate leads, and fos...",16,3,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
sugarland usa,ca,google_ai_overview,16947015393996359929,"Sugar Land, Texas",3420,informational:81;navigational:5;commercial:5;transactional:9,0,55,"Sugar Land, Texas is an affluent, fast-growing suburb in Fort Bend County . Located about 19 miles southwest of downtown Houston, it is home to over 118,000 residents. Kn...",16,10,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
best parts of los angeles,us,google_ai_overview,1099440123665204374,Los Angeles Neighborhoods and Living Areas,48320,informational:51;navigational:3;commercial:44;transactional:2,0,77,"Los Angeles is a massive, sprawling metropolis, and ""the best"" areas depend entirely on what you’re looking for. Whether you want beaches, dining, culture, or urban buzz,...",16,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
aggregator business model examples,in,google_ai_overview,10123319081440132081,E-commerce Aggregators,1830,informational:90;navigational:5;commercial:5,0,75,"Listen Pause Examples of businesses using the aggregator model include ride-sharing platforms like Uber, which connects riders with drivers; travel aggregators such as an...",16,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
hospital for rent,us,google_ai_overview,5941763605874240485,Hospital Area Apartments for Rent,90,informational:90;navigational:5;commercial:5,0,50,"Depending on what you need, ""hospital for rent"" can mean a few different things. Here are the most common ways to rent hospital-related space or equipment: 1. Renting a H...",16,27,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
brooklyn mortgage rates,us,google_ai_overview,14806899137521361291,Mortgage and Interest Rate Tools,9965470,informational:78;navigational:5;commercial:15;transactional:2,0,81,"As of early September 2025, average 30-year fixed mortgage rates in New York (which includes Brooklyn) are around 6.42% to 6.60%, with 15-year fixed rates near 5.50%. For...",16,4,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
lenders that use transunion,us,google_ai_overview,4282833893405712944,Credit Identity and Monitoring Services,26180,informational:65;navigational:15;commercial:13;transactional:7,0,74,"Major national banks, auto financiers, and mortgage lenders routinely use TransUnion to evaluate credit . While lenders frequently pull multiple bureaus, TransUnion is a ...",16,8,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
bernville pennsylvania 19506,us,google_ai_overview,17796150651404818425,"Bernville, PA Local Info and Services",9860,informational:84;navigational:11;commercial:5,0,71,"Bernville, Pennsylvania (ZIP code 19506) is a scenic borough in Berks County, home to roughly 900 residents . Nestled along the Northkill Creek, it offers a peaceful, fam...",16,11,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
pasadena area,us,google_ai_overview,896092370658836297,Pasadena Community and Services,221880,informational:74;navigational:7;commercial:16;transactional:3,0,60,"Pasadena is a vibrant cultural hub located 11 miles northeast of Downtown Los Angeles . Famous for its historic architecture, scientific institutions, and the Rose Bowl, ...",16,10,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
land for sale $5000,us,google_ai_overview,11772290255976422298,Land for Sale and Unrestricted Property,28090,informational:34;navigational:7;commercial:8;transactional:51,0,68,"Land parcels listed for $5,000 or less are available in the United States. You can find these properties on various websites like , which lists over 5,000 such properties...",16,7,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
